workout_log_id,member_id,workout_date,workout_time,exercise_name,exercise_type,muscle_group,difficulty,sets_completed,reps_per_set,weight_kg,duration_minutes,calories_burned,intensity_level,heart_rate_avg,notes
WL00008605,MEM000149,2024-07-11,21:07:00,Band Hip Adductions,strength,adductors,beginner,3,19,140.7,22,136.2,High,139.0,Good progress
WL00008606,MEM001906,2024-12-07,09:58:00,Decline EZ-bar skullcrusher,strength,triceps,intermediate,4,16,117.4,49,309.5,Moderate,156.0,
WL00008607,MEM000020,2024-08-07,20:07:00,Triceps dip,strength,triceps,intermediate,4,20,61.7,44,155.4,Moderate,144.0,Great workout!
WL00008608,MEM000319,2024-07-20,14:51:00,HM Right Leg Swing,stretching,abductors,intermediate,4,18,0.0,69,327.1,High,133.0,Great workout!
WL00008609,MEM001063,2024-10-25,10:45:00,EZ-bar spider curl,strength,biceps,intermediate,3,18,35.2,30,206.3,Very High,101.0,Personal best!
WL00008610,MEM001249,2024-10-24,14:09:00,Lateral cone hop,plyometrics,adductors,intermediate,3,6,0.0,20,104.7,High,,Good progress
WL00008611,MEM000270,2024-12-03,19:01:00,Clean Deadlift,olympic_weightlifting,hamstrings,beginner,5,20,0.0,65,226.8,High,140.0,Personal best!
WL00008612,MEM001033,2024-08-02,13:54:00,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,strength,forearms,beginner,4,15,97.2,37,158.6,Very High,106.0,Felt strong today
WL00008613,MEM000202,2024-07-25,21:59:00,Wide-Grip Decline Barbell Bench Press,strength,chest,beginner,2,15,128.1,41,124.5,Moderate,111.0,Felt strong today
WL00008614,MEM000926,2024-04-14,13:59:00,Bottoms Up,strength,abdominals,intermediate,4,13,5.6,51,380.9,Moderate,138.0,Personal best!
WL00008615,MEM001358,2024-02-28,13:52:00,Back extension,strength,lower_back,intermediate,5,10,110.1,50,345.1,Moderate,155.0,
WL00008616,MEM000309,2024-08-18,21:36:00,Elbow-to-knee crunch,strength,abdominals,intermediate,2,16,146.1,37,226.5,High,115.0,Good progress
WL00008617,MEM001499,2024-09-01,14:05:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,2,17,148.6,43,195.0,Low,105.0,Good progress
WL00008618,MEM001954,2024-10-08,20:09:00,HM Right Side-Kick,stretching,abductors,intermediate,3,19,0.0,80,576.1,High,171.0,Great workout!
WL00008619,MEM000740,2024-07-27,18:35:00,Incline dumbbell bench press,strength,chest,intermediate,4,18,61.8,67,364.4,High,103.0,Personal best!
WL00008620,MEM000593,2024-04-22,05:47:00,Lying Face Up Plate Neck Resistance,strength,neck,beginner,2,7,103.3,38,196.2,Low,164.0,Felt strong today
WL00008621,MEM000064,2024-05-14,16:04:00,Partner Flat-Bench Back Extension,strength,lower_back,beginner,4,6,94.2,40,152.4,High,146.0,
WL00008622,MEM001364,2024-01-15,13:15:00,Palms-up wrist curl over bench,strength,forearms,intermediate,3,6,92.1,61,269.0,Low,101.0,Challenging but rewarding
WL00008623,MEM001956,2024-01-31,21:01:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,2,10,110.5,31,193.9,Very High,120.0,Personal best!
WL00008624,MEM000054,2024-02-21,05:15:00,Dumbbell pull-over,strength,traps,intermediate,2,15,12.8,64,488.3,Moderate,161.0,Felt strong today
WL00008625,MEM000032,2024-01-26,09:36:00,Chest dip,strength,chest,intermediate,5,9,41.6,50,210.9,Low,124.0,
WL00008626,MEM000411,2024-10-26,20:54:00,Single-arm lateral raise,strength,shoulders,intermediate,4,14,21.9,25,94.7,Very High,132.0,Great workout!
WL00008627,MEM001614,2024-08-26,15:34:00,Band Hip Adductions,strength,adductors,beginner,3,19,11.3,58,205.6,High,129.0,Felt strong today
WL00008628,MEM001436,2024-02-02,14:26:00,Side-lying leg adduction scissor,strength,adductors,intermediate,4,10,120.2,87,371.2,Low,125.0,Great workout!
WL00008629,MEM000219,2024-02-22,21:26:00,Single-arm cable triceps extension,strength,triceps,intermediate,2,6,123.9,43,140.4,Low,130.0,Challenging but rewarding
WL00008630,MEM000820,2024-04-14,07:27:00,Natural Glute Ham Raise,strength,hamstrings,beginner,5,6,149.1,67,462.9,Moderate,118.0,Felt strong today
WL00008631,MEM001322,2024-06-22,11:36:00,Chest dip,strength,chest,intermediate,3,12,120.8,65,245.7,Very High,134.0,Great workout!
WL00008632,MEM002040,2024-11-21,15:41:00,Machine Shrug - Gethin Variation,strength,traps,intermediate,2,8,121.9,20,110.8,Moderate,,Good progress
WL00008633,MEM000467,2024-05-31,08:47:00,FYR Thigh Killa,strength,abductors,intermediate,4,19,66.4,82,366.3,Very High,120.0,Challenging but rewarding
WL00008634,MEM001095,2024-09-21,13:04:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,2,8,0.0,73,512.8,Very High,147.0,Challenging but rewarding
WL00008635,MEM000650,2024-03-14,12:19:00,Side Neck Stretch,stretching,neck,intermediate,3,20,0.0,58,300.4,Moderate,110.0,Good progress
WL00008636,MEM002238,2024-03-20,08:55:00,Cable Crossover,strength,chest,intermediate,5,13,76.9,82,517.1,Low,103.0,Good progress
WL00008637,MEM001350,2024-09-02,16:35:00,Donkey Calf Raise - Gethin Variation,strength,calves,intermediate,5,9,7.8,79,490.3,Moderate,134.0,Felt strong today
WL00008638,MEM000830,2024-01-24,07:33:00,Agility Ladder,cardio,calves,intermediate,4,11,0.0,79,613.1,Very High,124.0,Personal best!
WL00008639,MEM000071,2024-03-07,20:23:00,Concentration curl,strength,biceps,intermediate,4,10,34.1,60,460.5,Low,100.0,Challenging but rewarding
WL00008640,MEM002310,2024-07-07,22:53:00,Alternating sit-through with crunch,strength,middle_back,intermediate,5,8,62.5,36,131.5,High,119.0,Great workout!
WL00008641,MEM000794,2024-10-31,06:21:00,Axle Deadlift,strongman,lower_back,beginner,3,8,0.0,26,107.7,Very High,178.0,Challenging but rewarding
WL00008642,MEM001490,2024-11-09,20:40:00,Olympic Squat,olympic_weightlifting,quadriceps,beginner,3,13,0.0,21,76.8,Moderate,179.0,Good progress
WL00008643,MEM000275,2024-04-10,05:16:00,Barbell walking lunge,strength,quadriceps,intermediate,4,19,136.1,35,130.1,Very High,152.0,Felt strong today
WL00008644,MEM000238,2024-11-08,22:10:00,Agility Ladder,cardio,calves,intermediate,4,10,0.0,62,327.1,Very High,114.0,Personal best!
WL00008645,MEM000432,2024-07-29,10:31:00,Single Leg Push-off,plyometrics,quadriceps,beginner,5,15,0.0,66,361.0,Moderate,144.0,Personal best!
WL00008646,MEM002375,2024-10-16,07:31:00,Barbell Hip Thrust,powerlifting,glutes,intermediate,4,15,0.0,85,416.6,Very High,144.0,
WL00008647,MEM000176,2024-07-05,07:18:00,Palms-up wrist curl over bench,strength,forearms,intermediate,5,8,28.5,30,195.2,Very High,163.0,Good progress
WL00008648,MEM002339,2024-11-29,21:12:00,Barbell Bench Press - Medium Grip,strength,chest,intermediate,2,14,83.4,55,173.1,Low,135.0,Challenging but rewarding
WL00008649,MEM000770,2024-03-22,14:57:00,Olympic Squat,olympic_weightlifting,quadriceps,beginner,2,16,0.0,80,626.7,Low,161.0,Personal best!
WL00008650,MEM000635,2024-06-27,12:27:00,Standing dumbbell upright row,strength,traps,intermediate,5,11,81.0,28,161.0,Low,158.0,Challenging but rewarding
WL00008651,MEM000743,2024-07-28,11:09:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,3,16,68.0,29,199.0,Very High,112.0,Good progress
WL00008652,MEM000161,2024-07-01,19:14:00,Single-Leg Press,strength,quadriceps,intermediate,3,15,122.9,84,640.5,Moderate,141.0,Great workout!
WL00008653,MEM001965,2024-05-17,05:27:00,Standing hip circle,stretching,abductors,intermediate,4,20,0.0,51,259.5,Low,159.0,Challenging but rewarding
WL00008654,MEM001841,2024-05-15,07:33:00,Single-Leg Press,strength,quadriceps,intermediate,2,9,106.9,75,437.4,High,138.0,Personal best!
WL00008655,MEM001574,2024-11-11,13:35:00,Standing dumbbell upright row,strength,traps,intermediate,5,6,71.5,54,369.5,Moderate,115.0,Felt strong today
WL00008656,MEM000166,2024-06-16,16:36:00,Biceps curl to shoulder press,strength,biceps,beginner,4,16,142.5,75,517.6,Moderate,147.0,Felt strong today
WL00008657,MEM001864,2024-09-13,15:20:00,Partner Superman with alternating high-five,strength,lower_back,beginner,4,15,130.9,25,96.8,High,177.0,Felt strong today
WL00008658,MEM001442,2024-04-05,09:52:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,2,17,0.0,53,264.7,Very High,169.0,
WL00008659,MEM000797,2024-03-04,08:13:00,FYR Thigh Killa,strength,abductors,intermediate,2,12,23.8,84,524.2,High,107.0,Personal best!
WL00008660,MEM002440,2024-05-04,12:43:00,Neck-SMR,stretching,neck,intermediate,3,20,0.0,40,276.6,High,175.0,Great workout!
WL00008661,MEM000895,2024-07-29,14:24:00,Seated Dumbbell Press,strength,shoulders,intermediate,5,16,132.3,28,91.7,High,132.0,Felt strong today
WL00008662,MEM001476,2024-11-10,07:03:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,3,6,127.2,69,249.1,High,170.0,Challenging but rewarding
WL00008663,MEM001426,2024-06-13,15:29:00,Barbell back squat to box,powerlifting,quadriceps,intermediate,5,14,0.0,37,225.6,Very High,161.0,Good progress
WL00008664,MEM000653,2024-06-16,05:11:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,2,13,0.0,28,156.1,High,143.0,
WL00008665,MEM001482,2024-01-21,13:37:00,EZ-bar spider curl,strength,biceps,intermediate,4,18,149.6,35,139.6,Very High,120.0,Challenging but rewarding
WL00008666,MEM002472,2024-06-28,06:37:00,Pushups,strength,chest,intermediate,4,11,67.3,22,119.2,Low,153.0,Great workout!
WL00008667,MEM000035,2024-09-03,13:52:00,Power snatch-,olympic_weightlifting,quadriceps,expert,2,20,0.0,83,585.3,Very High,103.0,Personal best!
WL00008668,MEM002086,2024-05-31,05:51:00,Power Snatch,olympic_weightlifting,hamstrings,beginner,4,12,0.0,77,371.5,High,169.0,Felt strong today
WL00008669,MEM002383,2024-12-16,15:56:00,Cable V-bar push-down,strength,triceps,intermediate,2,20,14.6,40,239.6,Low,159.0,
WL00008670,MEM000390,2024-06-21,22:49:00,HM Straddle Stretch,stretching,abductors,intermediate,4,19,0.0,25,84.2,Moderate,119.0,Good progress
WL00008671,MEM002225,2024-02-28,05:24:00,Partner Superman with alternating high-five,strength,lower_back,beginner,2,20,107.7,49,250.6,Moderate,137.0,Personal best!
WL00008672,MEM000508,2024-09-25,06:46:00,Stair climber,cardio,quadriceps,intermediate,2,16,0.0,47,358.8,Moderate,146.0,Great workout!
WL00008673,MEM001333,2024-02-21,07:12:00,Single-arm kettlebell push-press,strength,shoulders,intermediate,2,8,47.9,50,356.6,Very High,110.0,Challenging but rewarding
WL00008674,MEM001716,2024-08-27,20:30:00,Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,beginner,3,19,0.0,70,393.2,Moderate,100.0,
WL00008675,MEM001631,2024-09-10,18:51:00,Barbell Curl,strength,biceps,intermediate,3,16,23.6,84,343.5,Low,112.0,Challenging but rewarding
WL00008676,MEM002137,2024-11-17,07:36:00,Neck Bridge Supine,strength,glutes,beginner,2,13,37.1,80,427.1,Low,166.0,Felt strong today
WL00008677,MEM001539,2024-09-16,20:46:00,Barbell Deadlift,strength,hamstrings,intermediate,5,14,40.1,36,186.5,Very High,127.0,Challenging but rewarding
WL00008678,MEM002186,2024-08-26,11:25:00,HM Right Leg Swing,stretching,abductors,intermediate,3,6,0.0,65,205.3,Low,161.0,Personal best!
WL00008679,MEM000550,2024-03-08,12:58:00,T-Bar Row with Handle,strength,middle_back,intermediate,5,6,128.7,54,282.5,Moderate,162.0,
WL00008680,MEM001089,2024-06-28,05:37:00,Bent Over Two-Arm Long Bar Row,strength,middle_back,intermediate,3,14,96.7,81,305.7,High,106.0,Personal best!
WL00008681,MEM001751,2024-08-26,06:36:00,Incline dumbbell reverse fly,strength,shoulders,intermediate,4,19,91.0,15,69.8,Very High,,Great workout!
WL00008682,MEM000147,2024-11-21,07:48:00,Suspended ab fall-out,strength,abdominals,intermediate,5,18,116.1,23,170.3,High,167.0,Personal best!
WL00008683,MEM000081,2024-04-21,19:44:00,Standing dumbbell upright row,strength,traps,intermediate,4,11,31.5,55,241.2,Very High,143.0,Felt strong today
WL00008684,MEM000885,2024-02-17,08:57:00,Rower,cardio,middle_back,intermediate,2,14,0.0,38,264.8,High,127.0,
WL00008685,MEM000567,2024-10-06,18:30:00,Zottman Curl,strength,biceps,intermediate,2,8,8.7,83,504.4,Low,179.0,Great workout!
WL00008686,MEM001049,2024-10-29,09:24:00,EZ-Bar Curl,strength,biceps,intermediate,2,12,12.2,90,322.2,Very High,143.0,Felt strong today
WL00008687,MEM000461,2024-10-24,05:46:00,Shotgun row,strength,lats,intermediate,4,9,24.1,36,280.2,Very High,144.0,Personal best!
WL00008688,MEM000542,2024-03-28,18:30:00,Dumbbell farmer's walk,strongman,forearms,intermediate,5,7,0.0,41,269.5,Very High,174.0,Good progress
WL00008689,MEM000479,2024-03-04,18:44:00,Seated Glute Stretch,stretching,glutes,beginner,4,15,0.0,30,235.9,High,166.0,Great workout!
WL00008690,MEM000205,2024-11-09,21:05:00,Military press,strength,shoulders,intermediate,2,16,119.6,78,428.2,High,150.0,Good progress
WL00008691,MEM001201,2024-10-12,19:01:00,Dumbbell Flyes,strength,chest,intermediate,5,18,35.3,60,422.7,Low,161.0,
WL00008692,MEM001036,2024-09-24,09:40:00,Around-the-world pull-up,strength,lats,beginner,3,14,21.5,78,363.7,Moderate,101.0,Good progress
WL00008693,MEM000585,2024-07-30,11:36:00,Hammer Curls,strength,biceps,intermediate,4,20,112.9,83,458.6,Moderate,111.0,Felt strong today
WL00008694,MEM002359,2024-06-05,20:47:00,Power Snatch,olympic_weightlifting,hamstrings,beginner,5,16,0.0,18,118.5,Moderate,,Great workout!
WL00008695,MEM001396,2024-07-24,21:18:00,Cable V-bar push-down,strength,triceps,intermediate,2,16,146.4,74,444.1,Moderate,113.0,
WL00008696,MEM000935,2024-04-01,18:59:00,Weighted bench dip,strength,triceps,intermediate,5,10,74.7,46,266.0,Low,171.0,Great workout!
WL00008697,MEM001316,2024-03-05,05:29:00,Neck-SMR,stretching,neck,intermediate,5,17,0.0,26,145.5,Low,105.0,Challenging but rewarding
WL00008698,MEM000353,2024-08-14,06:04:00,Barbell back squat to box,powerlifting,quadriceps,intermediate,4,14,0.0,59,208.3,Very High,141.0,Great workout!
WL00008699,MEM001528,2024-08-10,09:55:00,Seated Calf Raise - Gethin Variation,strength,calves,intermediate,5,12,118.5,85,360.1,Very High,178.0,
WL00008700,MEM000748,2024-01-02,06:05:00,Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,beginner,3,11,0.0,88,301.2,High,111.0,Good progress
WL00008701,MEM002224,2024-03-27,10:26:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,2,19,37.8,79,296.0,High,156.0,Great workout!
WL00008702,MEM000879,2024-07-24,14:57:00,Seated Single-Leg Calf Press - Gethin Variation,strength,calves,intermediate,3,7,36.0,48,326.0,Low,136.0,Personal best!
WL00008703,MEM002442,2024-10-10,05:41:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,5,20,47.1,70,244.2,High,175.0,Personal best!
WL00008704,MEM002395,2024-02-03,20:08:00,Hip Circles (Prone),stretching,abductors,intermediate,3,9,0.0,77,389.4,Very High,104.0,Good progress
WL00008705,MEM001555,2024-08-20,09:00:00,Standing hip circle,stretching,abductors,intermediate,5,11,0.0,58,413.6,High,134.0,Personal best!
WL00008706,MEM001611,2024-04-21,06:27:00,Donkey Calf Raise - Gethin Variation,strength,calves,intermediate,5,18,117.9,54,270.0,High,163.0,Challenging but rewarding
WL00008707,MEM001622,2024-05-08,22:51:00,Landmine twist,strength,abdominals,intermediate,2,11,94.4,51,220.3,Moderate,124.0,
WL00008708,MEM000628,2024-07-18,17:51:00,Around-the-world pull-up,strength,lats,beginner,3,7,53.2,32,161.4,High,139.0,
WL00008709,MEM001673,2024-02-21,13:24:00,Barbell glute bridge,powerlifting,glutes,intermediate,5,8,0.0,38,116.1,High,129.0,Personal best!
WL00008710,MEM002189,2024-12-08,17:49:00,Lateral Band Walk,strength,abductors,intermediate,4,10,77.1,24,149.3,Low,133.0,Personal best!
WL00008711,MEM001618,2024-01-16,21:16:00,Barbell Hip Thrust,powerlifting,glutes,intermediate,4,13,0.0,45,208.6,High,144.0,Good progress
WL00008712,MEM000502,2024-10-11,15:29:00,Glute ham raise-,strength,hamstrings,beginner,2,8,50.2,27,171.6,Low,174.0,Personal best!
WL00008713,MEM000021,2024-03-08,10:37:00,Lateral box jump,plyometrics,adductors,intermediate,5,8,0.0,87,264.0,Low,127.0,Great workout!
WL00008714,MEM002374,2024-10-08,08:01:00,Seated finger curl,strength,forearms,beginner,2,9,57.3,84,526.0,Moderate,172.0,Great workout!
WL00008715,MEM000961,2024-10-21,10:32:00,Concentration curl,strength,biceps,intermediate,2,17,38.5,60,446.5,Very High,138.0,
WL00008716,MEM000641,2024-12-15,17:42:00,Seated Glute Stretch,stretching,glutes,beginner,4,10,0.0,52,385.1,Very High,111.0,Good progress
WL00008717,MEM000533,2024-04-03,12:19:00,Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,beginner,4,14,0.0,57,309.3,Very High,106.0,Personal best!
WL00008718,MEM000387,2024-08-15,19:50:00,Wrist Roller,strength,forearms,beginner,4,7,148.8,47,158.3,High,122.0,Good progress
WL00008719,MEM000837,2024-06-19,07:54:00,Cable Crossover,strength,chest,intermediate,2,15,25.2,45,148.8,High,121.0,Felt strong today
WL00008720,MEM000343,2024-10-03,19:06:00,Dumbbell front raise to lateral raise,strength,shoulders,intermediate,4,6,111.0,33,228.4,High,121.0,Challenging but rewarding
WL00008721,MEM002180,2024-07-12,05:37:00,Seated One-Arm Dumbbell Palms-Up Wrist Curl,strength,forearms,beginner,3,17,61.0,82,581.2,Low,136.0,Good progress
WL00008722,MEM002352,2024-01-22,10:52:00,Traveling thigh killa,strength,abductors,intermediate,3,18,147.2,47,335.3,Low,159.0,Challenging but rewarding
WL00008723,MEM002224,2024-10-21,17:34:00,Clean and press,strength,shoulders,intermediate,4,20,127.8,40,281.2,Moderate,123.0,Felt strong today
WL00008724,MEM000930,2024-09-27,17:37:00,Jumping rope,cardio,quadriceps,intermediate,5,14,0.0,39,270.0,Very High,105.0,Felt strong today
WL00008725,MEM000945,2024-07-26,11:23:00,Dumbbell farmer's walk,strongman,forearms,intermediate,5,11,0.0,79,444.1,Moderate,170.0,
WL00008726,MEM002130,2024-06-28,16:20:00,Dynamic pigeon stretch,strength,abductors,intermediate,2,20,75.0,60,359.0,Low,107.0,Personal best!
WL00008727,MEM001267,2024-06-30,20:00:00,Around-the-world pull-up,strength,lats,beginner,3,15,107.7,52,323.1,High,160.0,Great workout!
WL00008728,MEM000996,2024-04-23,13:04:00,Neck-SMR,stretching,neck,intermediate,4,6,0.0,57,209.3,Low,136.0,Good progress
WL00008729,MEM002296,2024-10-01,10:41:00,UNS Foam Roll Adductor,strength,adductors,intermediate,3,15,70.6,83,599.9,Low,152.0,Personal best!
WL00008730,MEM001340,2024-01-18,10:45:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,5,18,144.5,65,499.1,Low,129.0,
WL00008731,MEM000402,2024-02-25,18:38:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,3,6,0.0,73,247.3,High,120.0,Great workout!
WL00008732,MEM001724,2024-06-29,16:24:00,Clean Deadlift,olympic_weightlifting,hamstrings,beginner,5,16,0.0,18,134.3,Very High,,Felt strong today
WL00008733,MEM002245,2024-06-18,06:04:00,Close-grip pull-down,strength,lats,intermediate,3,12,86.8,22,128.3,High,164.0,Personal best!
WL00008734,MEM001691,2024-11-20,08:37:00,Close-Grip Front Lat Pulldown,strength,lats,intermediate,5,19,57.3,79,346.6,High,162.0,Good progress
WL00008735,MEM002288,2024-08-11,19:37:00,Yoga plex,stretching,lower_back,intermediate,3,17,0.0,45,250.9,Moderate,127.0,Felt strong today
WL00008736,MEM000608,2024-04-25,06:29:00,Seated One-Arm Dumbbell Palms-Up Wrist Curl,strength,forearms,beginner,4,12,94.2,27,179.9,Low,104.0,Challenging but rewarding
WL00008737,MEM001425,2024-03-18,10:38:00,Lateral box jump,plyometrics,adductors,intermediate,5,10,0.0,62,303.2,Moderate,112.0,Felt strong today
WL00008738,MEM002234,2024-03-11,17:08:00,Dumbbell pull-over,strength,traps,intermediate,2,6,62.0,52,209.5,Very High,106.0,Good progress
WL00008739,MEM000031,2024-07-28,19:41:00,Barbell Curl,strength,biceps,intermediate,4,20,80.4,81,570.3,Very High,129.0,Good progress
WL00008740,MEM000809,2024-10-04,17:12:00,Low-cable cross-over,strength,chest,intermediate,5,11,106.3,38,153.8,Low,153.0,Felt strong today
WL00008741,MEM001795,2024-08-19,22:12:00,T-Bar Row,strength,middle_back,intermediate,5,13,129.4,80,479.8,Low,119.0,Personal best!
WL00008742,MEM001837,2024-10-01,17:23:00,Neck Bridge Supine,strength,glutes,beginner,4,12,25.2,27,179.8,Very High,176.0,Good progress
WL00008743,MEM001427,2024-01-29,17:50:00,HM Straddle Stretch,stretching,abductors,intermediate,3,8,0.0,67,364.0,Low,157.0,Personal best!
WL00008744,MEM001904,2024-02-06,17:38:00,Lateral box jump,plyometrics,adductors,intermediate,5,17,0.0,48,381.1,High,168.0,Challenging but rewarding
WL00008745,MEM001738,2024-02-18,22:24:00,Bottoms Up,strength,abdominals,intermediate,2,8,52.0,72,301.1,Moderate,158.0,Challenging but rewarding
WL00008746,MEM000638,2024-06-01,12:36:00,Wrist Roller,strength,forearms,beginner,3,11,127.3,70,329.9,Very High,119.0,Great workout!
WL00008747,MEM000567,2024-09-19,07:24:00,Single-arm dumbbell row,strength,traps,intermediate,3,11,92.4,33,221.1,Low,149.0,Great workout!
WL00008748,MEM001194,2024-04-05,10:58:00,Reverse Grip Triceps Pushdown,strength,triceps,intermediate,5,12,80.6,81,295.6,High,145.0,Challenging but rewarding
WL00008749,MEM000509,2024-07-26,06:55:00,Incline Hammer Curls,strength,biceps,beginner,4,18,89.6,38,229.3,Very High,156.0,Personal best!
WL00008750,MEM000745,2024-05-06,14:02:00,Dumbbell farmer's walk,strongman,forearms,intermediate,4,13,0.0,40,192.0,High,128.0,Personal best!
WL00008751,MEM000042,2024-10-09,05:25:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,5,18,53.0,58,208.3,Low,109.0,Challenging but rewarding
WL00008752,MEM000443,2024-05-01,14:07:00,Groiners,stretching,adductors,beginner,4,19,0.0,49,288.7,Moderate,100.0,Felt strong today
WL00008753,MEM000991,2024-05-27,22:45:00,Donkey Calf Raise - Gethin Variation,strength,calves,intermediate,3,13,105.5,69,240.8,Moderate,120.0,Challenging but rewarding
WL00008754,MEM000800,2024-06-14,17:55:00,Cross-Body Crunch,strength,abdominals,intermediate,3,8,107.6,67,437.5,Low,123.0,Great workout!
WL00008755,MEM001383,2024-06-15,19:25:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,5,15,0.0,21,139.9,High,159.0,Challenging but rewarding
WL00008756,MEM000927,2024-12-05,14:33:00,Groiners,stretching,adductors,beginner,5,8,0.0,35,158.5,High,150.0,Challenging but rewarding
WL00008757,MEM000244,2024-04-08,07:12:00,Neck Bridge Supine,strength,glutes,beginner,2,14,49.3,43,137.4,Moderate,110.0,Good progress
WL00008758,MEM002053,2024-03-15,12:44:00,Single-leg cable hip extension,strength,glutes,intermediate,3,9,43.4,58,368.3,Very High,146.0,Great workout!
WL00008759,MEM001147,2024-03-17,13:06:00,Shotgun row,strength,lats,intermediate,2,19,95.3,45,168.3,Moderate,129.0,Felt strong today
WL00008760,MEM000057,2024-11-19,22:13:00,Seated barbell shoulder press,strength,shoulders,intermediate,3,10,114.3,56,299.9,Moderate,162.0,Personal best!
WL00008761,MEM000439,2024-05-06,09:37:00,Straight-bar wrist roll-up,strength,forearms,intermediate,5,6,82.4,40,222.4,High,117.0,Good progress
WL00008762,MEM000403,2024-11-27,08:12:00,Landmine twist,strength,abdominals,intermediate,5,19,70.8,37,127.3,Moderate,100.0,Personal best!
WL00008763,MEM001232,2024-02-23,16:01:00,HM Right Side-Kick,stretching,abductors,intermediate,4,10,0.0,34,170.2,Low,109.0,Personal best!
WL00008764,MEM002021,2024-08-08,20:14:00,Stair climber,cardio,quadriceps,intermediate,4,19,0.0,69,393.4,Very High,142.0,Challenging but rewarding
WL00008765,MEM002234,2024-02-15,11:45:00,Dumbbell pull-over,strength,traps,intermediate,5,19,85.8,30,136.4,Very High,144.0,Good progress
WL00008766,MEM000939,2024-08-25,09:57:00,Partner Flat-Bench Back Extension,strength,lower_back,beginner,4,6,147.0,54,175.2,High,133.0,Felt strong today
WL00008767,MEM001798,2024-03-20,10:27:00,Standing Dumbbell Shrug - Gethin Variation,strength,traps,intermediate,5,9,58.0,21,155.4,Moderate,151.0,Personal best!
WL00008768,MEM000884,2024-01-31,20:53:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,3,20,60.1,21,146.5,Very High,130.0,Great workout!
WL00008769,MEM000307,2024-04-25,12:09:00,Around-the-world pull-up,strength,lats,beginner,3,13,22.0,47,190.9,Very High,144.0,
WL00008770,MEM001016,2024-01-05,18:01:00,Agility Ladder,cardio,calves,intermediate,5,16,0.0,20,115.0,High,,Good progress
WL00008771,MEM000952,2024-03-25,13:27:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,5,12,0.0,15,117.4,Low,,
WL00008772,MEM001743,2024-02-07,16:58:00,Assisted Chin-Up,strength,lats,beginner,5,18,40.2,66,265.6,High,153.0,Felt strong today
WL00008773,MEM001004,2024-02-18,07:49:00,Seated Glute Stretch,stretching,glutes,beginner,4,11,0.0,39,122.2,Very High,111.0,Great workout!
WL00008774,MEM000642,2024-09-03,15:03:00,Jumping rope,cardio,quadriceps,intermediate,5,13,0.0,37,205.1,High,171.0,Felt strong today
WL00008775,MEM002334,2024-08-19,17:15:00,Keg Load,strongman,lower_back,beginner,2,7,0.0,33,196.9,Low,134.0,
WL00008776,MEM001906,2024-08-23,09:21:00,Axle Deadlift,strongman,lower_back,beginner,2,10,0.0,44,259.4,Very High,163.0,
WL00008777,MEM000153,2024-06-28,14:18:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,2,9,80.4,37,264.4,High,120.0,Personal best!
WL00008778,MEM000420,2024-04-29,10:49:00,Military press,strength,shoulders,intermediate,4,18,122.9,48,335.3,Very High,152.0,Good progress
WL00008779,MEM001457,2024-08-28,06:38:00,Smith machine shrug,strength,traps,intermediate,4,10,6.6,74,550.3,High,136.0,Great workout!
WL00008780,MEM001789,2024-04-30,16:38:00,Weighted pull-up,strength,lats,intermediate,2,8,125.4,56,444.4,High,117.0,Great workout!
WL00008781,MEM002159,2024-06-08,12:12:00,Romanian Deadlift With Dumbbells,strength,hamstrings,beginner,2,6,65.2,89,381.6,Moderate,107.0,Felt strong today
WL00008782,MEM001268,2024-03-03,17:41:00,Atlas Stones,strongman,lower_back,intermediate,2,18,0.0,17,112.8,High,,Felt strong today
WL00008783,MEM002001,2024-04-08,05:18:00,Romanian Deadlift With Dumbbells,strength,hamstrings,beginner,3,7,18.9,35,148.2,Moderate,139.0,Good progress
WL00008784,MEM001769,2024-02-06,10:40:00,Biceps curl to shoulder press,strength,biceps,beginner,4,15,19.9,29,158.9,Moderate,130.0,
WL00008785,MEM001295,2024-10-31,22:06:00,Seated One-Arm Dumbbell Palms-Up Wrist Curl,strength,forearms,beginner,3,15,90.0,62,248.3,Very High,112.0,Personal best!
